ano_idx,exp_subspace
236,"[1, 7]"
237,"[1, 2, 3, 5, 7]"
238,"[0, 3]"
242,"[2, 3]"
243,"[0, 2, 6]"
245,"[0, 1, 2, 6, 7]"
254,"[0, 2, 3, 4]"
255,"[3, 7]"
259,"[0, 6, 7]"
261,"[2, 6]"
264,[7]
266,"[2, 6]"
269,"[1, 2]"
270,"[0, 1, 2, 5, 6]"
276,"[0, 2]"
280,"[0, 1, 3]"
283,"[0, 1, 3, 6, 7]"
284,"[0, 7]"
287,"[4, 5]"
291,"[0, 4]"
292,"[5, 6, 7]"
293,"[2, 3]"
296,[4]
298,[0]
300,"[0, 1, 2]"
301,"[1, 2]"
303,"[3, 5]"
306,"[0, 1, 3, 5, 7]"
308,"[0, 6]"
309,"[4, 6]"
312,"[0, 1, 3]"
314,"[0, 6]"
317,"[1, 3]"
319,"[1, 3, 5, 7]"
321,"[3, 6, 7]"
322,"[0, 7]"
323,"[0, 5]"
326,[4]
328,"[0, 5]"
332,"[1, 2]"
337,[7]
338,"[0, 4]"
339,"[0, 1, 3, 5]"
349,[1]
355,"[0, 1, 2, 3, 5, 7]"
356,"[2, 3]"
357,"[0, 2]"
359,"[0, 1]"
360,"[0, 1, 2, 4]"
363,"[0, 7]"
366,"[0, 3, 6, 7]"
369,[2]
370,"[0, 3, 4, 6, 7]"
375,"[0, 4]"
378,"[3, 5]"
386,"[0, 6]"
387,[2]
388,"[4, 7]"
391,"[1, 3, 5, 7]"
394,"[1, 3, 6]"
397,"[3, 7]"
399,[1]
400,"[0, 1, 3]"
402,"[0, 3]"
404,"[1, 2, 3]"
406,"[0, 7]"
408,"[1, 3, 6]"
409,"[2, 3, 4]"
414,"[0, 4]"
415,"[0, 1, 2, 4]"
417,"[0, 1, 5]"
419,"[4, 5]"
424,"[0, 4, 5]"
425,"[0, 1, 2, 4, 7]"
427,"[0, 1, 7]"
429,"[0, 1, 2, 4, 7]"
435,"[2, 5]"
440,"[0, 1, 2]"
443,"[0, 3, 6, 7]"
444,"[3, 4]"
445,"[3, 5]"
448,"[0, 4]"
451,"[3, 7]"
455,"[0, 2]"
458,"[0, 3]"
468,"[0, 1, 2]"
476,"[0, 3]"
480,[4]
484,"[2, 5]"
485,"[0, 4]"
493,"[0, 6, 7]"
498,"[0, 1, 3, 5, 7]"
502,[1]
506,"[0, 1, 7]"
510,"[0, 1]"
515,"[1, 3]"
516,"[0, 1, 2, 6, 7]"
523,"[0, 3]"
535,"[0, 1, 2]"
539,"[2, 3]"
540,"[0, 1, 4]"
541,"[0, 4]"
542,"[0, 1, 3, 6, 7]"
545,"[0, 1, 2, 4]"
546,"[1, 5, 7]"
560,"[6, 7]"
561,"[0, 1, 5]"
569,"[0, 4, 7]"
577,"[3, 5, 7]"
579,[3]
580,"[0, 1, 2, 3, 7]"
584,"[0, 4, 5, 7]"
586,"[0, 1, 3]"
588,"[0, 1, 6, 7]"
590,"[0, 5]"
592,"[0, 7]"
595,"[0, 1]"
598,"[0, 1, 3, 6, 7]"
603,"[4, 7]"
604,"[0, 1, 2]"
606,"[4, 6]"
611,"[1, 2]"
612,"[0, 1, 2, 4]"
614,"[0, 3]"
618,"[0, 6, 7]"
619,"[0, 1, 2]"
630,"[0, 3, 6, 7]"
635,"[0, 3]"
638,"[0, 5, 6, 7]"
642,"[3, 7]"
646,"[1, 5]"
647,"[0, 1, 2]"
648,"[0, 4]"
655,"[2, 4]"
659,"[1, 2, 6]"
661,"[1, 6]"
662,"[2, 3]"
663,"[0, 3]"
664,"[0, 2, 3, 7]"
666,[7]
667,"[0, 3]"
675,"[1, 3]"
676,"[0, 1, 3, 6, 7]"
678,"[2, 3]"
681,"[1, 5]"
683,"[0, 2, 3, 6, 7]"
689,"[3, 4, 5, 7]"
691,"[0, 1, 2]"
693,"[0, 3]"
695,"[0, 2, 4]"
696,"[1, 3]"
701,[7]
702,"[0, 6, 7]"
706,"[0, 5]"
708,"[0, 1, 3]"
709,"[1, 4]"
712,"[0, 5]"
715,"[0, 1, 2, 4]"
716,"[1, 6]"
719,"[1, 7]"
722,"[0, 1, 7]"
730,[7]
731,"[0, 7]"
732,"[0, 1, 5]"
739,"[0, 1, 3, 5, 7]"
740,"[0, 3, 5, 7]"
743,"[0, 2, 3, 6, 7]"
746,[5]
748,"[0, 1, 4]"
749,"[0, 1, 2, 6, 7]"
750,"[0, 6, 7]"
753,"[0, 1, 2, 4]"
754,"[0, 1]"
755,"[0, 6, 7]"
757,"[0, 7]"
759,"[1, 2, 7]"
761,"[0, 1, 5]"
766,"[0, 2, 7]"
