ano_idx,exp_subspace
2401,"[0, 2, 9]"
2409,"[8, 9]"
2412,"[4, 6, 7, 8, 9]"
2413,"[8, 9]"
2414,"[4, 8, 9]"
2435,"[1, 2, 5]"
2493,"[0, 4, 7]"
2494,"[0, 4, 7]"
2502,"[0, 3, 5]"
2503,"[0, 3, 5]"
2531,"[1, 5]"
2532,"[1, 5]"
2589,"[1, 2, 4]"
2656,"[2, 5, 9]"
2818,"[1, 2, 5, 8]"
2888,"[0, 3, 5]"
2920,"[0, 2, 3, 5, 8, 10]"
2935,"[2, 4, 5, 9, 10]"
3021,"[5, 8, 10]"
3050,"[2, 5, 8]"
3067,"[0, 2, 3, 10]"
3087,"[3, 6]"
3109,"[4, 6, 8]"
3179,"[0, 2, 4, 8, 9]"
3186,"[0, 2, 5, 9]"
3218,"[4, 8]"
3265,"[0, 5, 10]"
3275,"[1, 2]"
3307,"[0, 5]"
3409,"[3, 8]"
3417,"[1, 5, 10]"
3528,"[1, 6, 9]"
3559,"[0, 6, 8, 10]"
3571,"[1, 2, 6, 8]"
3578,"[5, 10]"
3650,"[2, 5, 9]"
3662,"[1, 5, 8]"
3714,"[0, 8]"
3736,"[2, 4, 5, 9, 10]"
3770,"[4, 9, 10]"
3810,"[3, 4, 6]"
3872,"[0, 2, 5, 7, 10]"
3879,"[1, 6, 9]"
3901,"[4, 6, 10]"
3933,"[0, 6, 8, 10]"
3965,"[0, 1, 2, 4, 9]"
3967,"[2, 4, 6, 9]"
3973,"[2, 4, 6, 9]"
4020,"[2, 4, 5, 10]"
4039,[1]
4074,"[1, 2, 4, 5]"
4212,"[4, 6, 7, 8, 10]"
4213,"[1, 2, 4, 5]"
4217,"[1, 2, 4]"
4222,"[1, 2, 4]"
4223,"[1, 6, 8]"
4253,"[0, 1, 2, 5, 8]"
4278,"[0, 1, 5, 6]"
4389,"[3, 9, 10]"
4483,"[0, 2, 4, 5, 9]"
4508,"[5, 10]"
4609,"[1, 2, 5]"
4680,"[1, 2, 4]"
4686,"[1, 2, 4]"
4745,[5]
4774,"[5, 10]"
4779,"[1, 2]"
4804,"[2, 3, 5, 10]"
4839,"[0, 6, 8, 10]"
4878,"[1, 2, 5]"
