ano_idx,exp_subspace
5195,"[0, 1, 2, 3, 6, 8]"
5196,"[1, 2, 6, 7]"
5197,"[0, 3, 6, 7, 8, 9]"
5198,"[6, 8]"
5199,"[0, 6, 8]"
5200,"[0, 1, 2, 4, 6]"
5201,"[3, 4, 6, 7]"
5202,"[1, 2, 3, 6, 7, 8, 9]"
5203,"[2, 4, 6, 9]"
5204,"[1, 3, 6, 8, 9]"
5205,"[0, 1, 2, 3, 6, 8]"
5206,"[0, 3, 4, 6, 9]"
5207,"[0, 1, 2, 3, 6, 8]"
5208,"[0, 2, 3, 4, 6, 8, 9]"
5209,"[0, 2, 3, 6, 7]"
5210,"[0, 2, 3, 5, 8, 9]"
5211,"[0, 2, 4, 6]"
5212,"[2, 6, 8, 9]"
5213,"[6, 9]"
5214,"[1, 6]"
5215,[6]
