ano_idx,exp_subspace
425,"[0, 1, 3, 4, 5]"
427,"[1, 2]"
429,"[3, 4, 5, 7]"
435,[2]
440,"[1, 2]"
443,"[0, 2, 6]"
444,[2]
445,"[3, 5]"
448,"[0, 2, 3, 4]"
451,"[1, 5, 6, 7]"
455,"[0, 1, 2]"
458,"[0, 2, 3, 4, 6, 7]"
468,[2]
476,"[2, 3, 4]"
480,[4]
484,[2]
485,"[0, 2, 3, 4, 5]"
493,"[6, 7]"
498,"[0, 1, 5, 7]"
502,"[0, 1, 2, 3, 5]"
506,"[1, 2]"
510,"[0, 7]"
515,"[1, 2]"
516,"[0, 2, 3, 4, 7]"
523,"[0, 6, 7]"
535,[2]
539,"[2, 3]"
540,"[0, 3, 4, 5, 7]"
541,[4]
542,"[0, 2, 6, 7]"
545,"[0, 1, 2, 3, 4]"
546,"[0, 1, 5, 6, 7]"
560,"[6, 7]"
561,"[1, 2]"
569,"[0, 2, 3, 4]"
577,"[6, 7]"
579,[3]
580,"[2, 3]"
584,"[0, 4, 5, 7]"
586,"[0, 1, 2, 6, 7]"
588,"[1, 2, 6, 7]"
590,"[0, 5, 6, 7]"
592,"[1, 7]"
595,"[1, 2]"
598,"[1, 6, 7]"
603,"[0, 1, 6, 7]"
604,[2]
606,"[1, 2, 3, 4, 5]"
611,"[1, 2]"
612,"[0, 2, 3, 4]"
614,"[0, 4, 7]"
618,"[0, 6, 7]"
619,[2]
630,"[0, 2, 5, 6]"
635,"[0, 2]"
638,"[0, 5, 6]"
642,"[0, 1, 5, 7]"
646,"[1, 5]"
647,[2]
648,"[0, 2, 3, 4, 5]"
655,"[2, 4, 5]"
659,[6]
661,[1]
662,"[0, 2, 3, 4]"
663,"[0, 2, 3, 4]"
664,"[0, 2, 3, 7]"
666,[7]
667,"[0, 5, 6, 7]"
675,"[1, 2]"
676,"[0, 1, 5, 7]"
678,[2]
681,"[1, 5]"
683,"[0, 2, 6]"
689,"[3, 4, 5, 7]"
691,"[0, 2]"
693,"[0, 2, 3, 4]"
695,"[0, 2, 4]"
696,"[1, 5]"
701,"[0, 3, 5, 7]"
702,"[1, 2, 6, 7]"
706,[5]
708,"[0, 1, 2, 7]"
709,"[2, 3, 4, 5]"
712,"[0, 2, 3, 5]"
715,"[0, 1, 2, 4]"
716,"[1, 2, 3, 4]"
719,[7]
722,"[3, 4, 5, 7]"
730,"[3, 4, 5, 7]"
731,"[0, 1, 2, 5]"
732,"[1, 2, 3, 4, 5]"
739,"[1, 5, 7]"
740,"[0, 2, 3, 4, 5, 7]"
743,"[0, 1, 2, 6, 7]"
746,"[2, 3, 5]"
748,"[1, 4, 5]"
749,"[0, 1, 2, 5, 7]"
750,[6]
753,"[0, 1, 2, 3, 4, 5]"
754,"[0, 1, 2, 7]"
755,"[2, 3, 4, 6, 7]"
757,[7]
759,"[1, 2, 7]"
761,"[0, 1, 5, 7]"
766,[2]
