ano_idx,exp_subspace
5148,"[0, 1, 4, 6, 8]"
5149,"[5, 6]"
5150,"[4, 6, 7, 8]"
5151,"[0, 6, 8, 9]"
5152,"[0, 6, 8, 9]"
5153,"[2, 3, 5, 6, 7]"
5154,"[2, 3, 6]"
5155,"[4, 5, 6, 7]"
5156,"[2, 4, 6, 7, 9]"
5157,"[4, 6, 7, 8]"
5158,"[3, 6, 8, 9]"
5159,[6]
5160,"[0, 3, 6, 8, 9]"
5161,"[0, 3, 6, 8, 9]"
5162,"[0, 2, 3, 4, 5, 6]"
5163,"[2, 3, 6]"
5164,"[1, 2, 6, 7]"
5165,"[0, 2, 3, 6, 8, 9]"
5166,"[3, 6, 8, 9]"
5167,"[0, 3, 6, 8, 9]"
5168,"[5, 6, 7, 8]"
5169,"[2, 3, 6]"
5170,"[5, 6, 8]"
5171,"[0, 3, 6, 8]"
5172,"[0, 3, 4, 6, 8]"
5173,"[2, 3, 5, 6, 7]"
5174,"[2, 3, 6]"
5175,"[0, 3, 6, 8, 9]"
5176,"[1, 2, 3, 4, 5, 6, 7]"
5177,"[0, 6, 8, 9]"
5178,"[6, 8]"
5179,"[3, 4, 5, 6, 7]"
5180,"[1, 2, 6]"
5181,"[5, 6]"
5182,"[0, 3, 6, 8, 9]"
5183,"[1, 2, 3, 4, 5, 6, 7]"
5184,"[0, 6, 8, 9]"
5185,"[3, 5, 6, 7, 8]"
5186,"[3, 5, 6, 7, 8]"
5187,"[0, 3, 6, 8, 9]"
5188,"[0, 6, 8]"
5189,"[0, 3, 6, 8, 9]"
5190,"[0, 2, 3, 6, 9]"
5191,"[2, 3, 5, 6, 7]"
5192,"[2, 3, 6]"
5193,"[0, 4, 6]"
5194,"[6, 8]"
5195,"[2, 3, 6]"
5196,"[1, 2, 6, 7]"
5197,"[0, 3, 6, 8, 9]"
5198,"[0, 3, 6, 8, 9]"
5199,"[0, 6, 8, 9]"
5200,"[2, 5, 6]"
5201,"[2, 3, 5, 6, 7]"
5202,"[3, 5, 6, 7, 8, 9]"
5203,"[0, 4, 6, 8, 9]"
5204,"[0, 3, 6, 8, 9]"
5205,"[0, 3, 6, 8, 9]"
5206,"[3, 6, 9]"
5207,"[2, 3, 6]"
5208,"[0, 3, 6, 8, 9]"
5209,"[2, 3, 4, 6, 7]"
5210,"[0, 2, 3, 5, 6, 8, 9]"
5211,"[0, 6, 9]"
5212,"[0, 3, 6, 8, 9]"
5213,"[1, 4, 6, 7]"
5214,[6]
5215,[6]
